index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,timbre_cluster,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
64,18.018685,0.278639,0.045354,3527.962,6811.670,3652.232,0.069621,73.841,0.0103,-263.090729,112.986137,-15.799670,86.741158,-3.839277,4.395036,21.017733,2.857982,6.280481,-4.720593,-12.981110,-1.473324,-7.338877,unpitched,bright,soft,long,3,1,1,1,2,3,4,4,5
65,18.297324,0.185760,0.062747,1049.038,1924.055,2045.967,0.013327,73.416,0.1556,-354.018097,192.287308,-3.825346,62.693401,16.729208,0.714360,40.066219,13.728515,9.290940,-0.135297,-18.138836,-4.219705,2.081244,unpitched,dark,medium,short,0,0,0,0,0,0,0,0,0
66,18.483084,0.058050,0.011737,1913.881,4220.508,3156.995,0.022380,73.205,0.0329,-418.665436,177.440140,-10.080864,42.888645,7.649165,-1.500805,20.806768,16.916225,3.345505,4.602829,-15.467700,-2.408516,2.632499,unpitched,dark,soft,short,0,0,0,0,0,0,0,0,0
67,18.541134,0.278639,0.040709,1128.762,1903.535,2204.425,0.010664,73.416,0.0745,-441.139282,174.624710,29.723900,53.897884,24.917828,5.289503,22.797958,16.223038,8.160785,4.568017,-10.151707,-6.507291,3.291339,unpitched,dark,soft,long,0,0,0,0,0,0,0,0,0
68,18.819773,0.058050,0.042284,1123.675,1862.622,2030.797,0.014079,73.416,0.0105,-347.392365,240.740067,1.101755,2.635587,15.561812,7.961084,4.133860,11.148773,1.868893,-7.197465,-11.896176,-8.788218,-3.381524,unpitched,dark,soft,short,0,0,0,0,0,0,0,0,0
69,18.877823,0.174150,0.030530,3721.408,7197.473,3546.475,0.101196,73.416,0.0237,-272.397278,115.148666,-25.502728,75.271194,-3.231123,39.582390,4.673309,1.699674,-19.864296,8.758759,-9.022220,-5.421395,-5.684710,unpitched,bright,soft,short,4,2,1,2,2,3,4,4,5
70,19.051973,0.278639,0.045320,3862.976,7199.842,3709.420,0.092324,72.993,0.0101,-223.210953,108.497429,-31.115362,79.398232,-1.560649,16.764540,14.748034,-3.158256,-6.772942,2.200248,-3.853951,2.081211,-9.056855,unpitched,bright,soft,long,2,1,1,1,2,3,4,4,5
71,19.330612,0.243810,0.041264,3534.438,7158.811,3692.740,0.085005,72.993,0.0276,-250.823624,116.929817,-27.294897,78.998497,-5.778342,25.317888,5.190504,14.018905,6.804546,9.232054,-18.334591,0.281588,-2.025702,unpitched,bright,soft,medium,2,1,1,1,2,3,4,4,5
72,19.574422,0.255420,0.044584,1421.272,2491.298,2243.631,0.028278,73.416,0.0163,-334.678406,198.802628,-20.851557,46.542709,7.490068,11.200488,20.294949,6.792735,7.139796,2.660978,-20.894051,-3.249545,-1.070050,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
73,19.829841,0.255420,0.041444,993.820,1584.095,1930.968,0.021760,73.416,0.0405,-364.412781,229.461761,3.704617,4.743230,12.589478,23.046881,8.062002,8.338493,1.097232,-4.546607,-23.479403,-4.112268,1.670944,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
74,20.085261,0.243810,0.051881,3533.556,6984.588,3837.897,0.066695,72.993,0.0117,-247.932709,106.606201,-12.854172,90.873611,0.151417,10.297981,27.129356,7.421619,6.049547,-4.108527,-13.190677,-0.381936,-6.474716,unpitched,bright,medium,medium,3,1,1,1,2,3,4,4,5
75,20.329070,0.255420,0.043718,1211.212,2235.708,2215.797,0.015115,72.993,0.1101,-375.268005,195.594635,-11.636029,68.905785,13.119881,0.156526,34.676041,12.045007,6.783516,0.117745,-15.618791,-2.413211,0.237438,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
76,20.584490,0.267029,0.035888,1063.209,1619.476,2150.320,0.009277,72.993,0.0899,-442.844971,180.525146,26.011017,57.476086,24.313782,2.620036,20.349361,16.467173,11.354360,9.074862,-6.491387,-3.013149,4.660959,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
77,20.851519,0.255420,0.055163,692.717,1123.471,1641.076,0.008683,73.416,0.1850,-428.719849,223.269409,34.726013,15.122702,36.494518,18.082479,8.875392,11.904710,6.655819,4.180135,3.423561,2.829068,0.232095,unpitched,dark,medium,medium,0,0,0,0,0,0,0,0,0
78,21.106939,0.243810,0.051685,3545.565,7011.994,3820.354,0.060769,72.993,0.0114,-250.156647,107.197754,-10.493069,97.442719,-0.447085,5.852996,22.776474,5.854100,9.384867,-0.087081,-9.360240,-0.043767,-10.235061,unpitched,bright,medium,medium,3,1,1,1,2,3,4,4,5
79,21.350748,0.267029,0.044811,1254.007,2357.886,2058.089,0.018311,73.416,0.0651,-363.895599,196.635971,-13.023471,56.761127,17.676043,0.126770,27.961344,6.385649,6.395055,2.596175,-14.121633,-4.072161,4.726800,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
80,21.617778,0.278639,0.042650,1090.359,2118.867,1946.547,0.013145,73.416,0.0774,-385.747528,206.464722,8.713763,24.494667,23.983837,8.469409,17.238396,11.872692,6.318457,2.050363,-10.484955,-4.689003,7.820749,unpitched,dark,soft,long,0,0,0,0,0,0,0,0,0
81,21.896417,0.197370,0.052433,715.156,1125.708,1531.574,0.010417,73.841,0.1021,-400.094055,245.341721,20.612160,-2.149528,30.811934,27.894684,19.174721,8.661653,-1.255031,-5.881915,-11.790720,-3.053607,4.379544,unpitched,dark,medium,short,0,0,0,0,0,0,0,0,0
82,22.093787,0.050000,0.018167,1398.597,2480.625,2877.562,0.011816,73.416,0.0349,-417.826080,205.092529,22.340792,0.189355,10.816985,28.958212,17.419209,8.296551,-1.327163,-10.635912,-17.416330,-4.625401,4.958122,unpitched,dark,soft,short,0,0,0,0,0,0,0,0,0
83,22.140227,0.232200,0.048923,3748.664,7170.557,3887.189,0.069661,72.993,0.0105,-241.578079,103.290375,-14.150932,89.437424,-3.942934,6.237188,22.495413,5.506563,4.385164,-5.612353,-15.205327,-1.210113,-8.090552,unpitched,bright,soft,short,3,1,1,1,2,3,4,4,5
