index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,timbre_cluster,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
73,38.487075,0.394739,0.289723,707.618,1218.164,1875.874,0.008970,,0.0000,-291.561340,195.696213,74.810547,31.224766,17.317205,29.235415,9.845782,19.387184,7.051743,4.460033,-0.626024,0.318037,0.796501,unpitched,dark,loud,long,0,0,0,0,0,0,1,1,1
74,38.881814,0.383129,0.165158,1350.917,2926.616,2746.783,0.016171,,0.0000,-299.995850,184.906906,68.378929,35.838032,8.408830,26.416433,0.660863,21.888208,-2.508831,-6.540415,-7.832857,-4.880306,-3.982475,unpitched,dark,soft,long,1,0,0,0,0,0,1,1,1
75,39.264943,0.050000,0.205377,3872.541,7833.779,4512.586,0.038770,,0.0000,-100.005943,99.742355,7.019010,47.438526,13.325938,17.268543,3.262112,14.381966,5.836120,4.580054,-3.243333,-1.725391,3.455236,unpitched,bright,medium,short,3,0,0,1,2,2,3,4,3
76,39.299773,0.394739,0.227799,2042.218,4202.051,3095.432,0.022294,,0.0000,-195.965561,149.625992,-12.100449,35.906590,35.331703,27.574577,2.681924,19.147924,8.567078,-3.440339,7.200781,2.913442,-1.240459,unpitched,mid,medium,long,2,0,0,1,1,1,2,2,2
77,39.694512,0.383129,0.126180,1603.901,3035.548,2956.149,0.009622,99.138,0.0698,-361.724457,165.795929,81.699524,44.686455,7.184853,22.439381,2.691100,19.471197,1.099262,2.199440,-0.485574,-1.184765,-0.247408,unpitched,mid,soft,medium,1,0,0,0,0,0,1,1,1
78,40.077642,0.267029,0.240984,1070.942,1821.350,2606.145,0.010559,68.500,0.0100,-289.462067,161.375626,70.573578,50.503574,23.000174,33.962357,6.814811,23.643270,5.053930,7.082239,-2.333017,-0.664810,1.218899,unpitched,dark,loud,medium,1,0,0,0,0,0,1,1,1
79,40.344671,0.127710,0.121229,1259.746,2738.306,2597.607,0.007812,,0.0000,-292.183258,172.438797,-13.482124,53.548061,43.581234,7.918824,9.304778,18.868061,4.135335,6.137777,15.611501,0.107372,3.805219,unpitched,dark,soft,short,3,0,0,0,0,0,0,0,0
80,40.472381,0.255420,0.126340,2667.104,6222.159,3625.487,0.033055,65.785,0.0103,-207.369720,132.501251,-11.469404,63.302856,32.091045,36.008827,-9.510870,20.846558,-2.480425,2.487992,4.206729,-0.564627,-4.661097,unpitched,bright,soft,medium,2,0,0,1,1,2,2,2,2
81,40.727800,0.150930,0.175140,938.462,1482.715,2210.306,0.009731,,0.0000,-276.799652,199.123199,14.085920,43.890312,43.718334,17.656536,5.249531,21.460047,7.555821,-6.613194,1.248707,-3.499523,-4.890242,unpitched,dark,medium,short,2,0,0,0,0,0,0,0,0
82,40.878730,0.406349,0.144558,4056.970,8291.514,4305.702,0.061858,113.879,0.0315,-118.877151,87.468689,-28.444069,54.251411,27.107859,19.634850,0.104994,16.580658,3.028439,-5.291075,4.475227,-0.928628,-6.499908,unpitched,bright,soft,long,2,0,0,1,1,1,2,2,2
83,41.285079,0.255420,0.207884,1850.885,3875.040,3026.432,0.011039,113.879,0.0324,-284.299713,166.121872,60.784523,27.178690,5.322388,36.914654,-2.258499,22.069456,1.223402,0.549205,-7.329830,-4.808640,-6.797741,unpitched,mid,medium,medium,1,0,0,0,0,0,1,1,1
84,41.540499,0.116100,0.272285,746.369,788.898,2059.217,0.006481,,0.0000,-268.962219,205.171982,62.963375,36.249718,12.963967,17.634758,15.923032,15.544174,6.011113,1.330086,-0.565285,-6.053759,-3.776257,unpitched,dark,loud,short,0,0,0,0,0,0,0,0,0
85,41.656599,0.050000,0.236143,1927.689,3962.109,3676.542,0.010645,136.999,0.0100,-151.112396,149.102509,18.986179,44.392429,18.436317,26.368027,4.141496,14.116244,2.840255,6.304938,-5.971627,-6.748106,0.246402,unpitched,mid,loud,short,1,0,0,1,2,2,3,3,3
