index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
53,47.357098,0.058050,0.022807,2825.908,6101.074,4478.358,0.010579,,0.0000,-372.340057,115.685791,-12.228462,49.685375,29.979744,17.172529,22.944809,-9.315639,13.419156,4.085104,15.012458,2.202171,6.283745,unpitched,mid,soft,short,6,1,1,3,4,5,6,6
54,47.415147,0.290249,0.136210,2293.264,4479.734,3559.566,0.030424,,0.0000,-303.798767,123.267906,11.078680,37.948059,21.046108,16.760227,15.018699,4.673783,11.189815,13.310774,8.598722,5.371662,2.283719,unpitched,mid,medium,medium,0,1,1,1,0,0,0,0
55,47.705397,0.290249,0.140030,1489.093,2626.223,2543.232,0.022104,,0.0000,-339.494629,137.232956,4.884595,27.802843,26.698448,18.188789,15.958659,-1.368194,13.957811,12.725941,12.595693,8.236766,10.747896,unpitched,dark,medium,medium,0,1,1,1,0,0,0,0
56,47.995646,0.359909,0.136840,3163.561,6435.063,3786.330,0.078491,,0.0000,-237.884247,106.985077,-32.229050,30.028122,7.716461,6.082937,13.659349,2.670400,19.353798,5.584334,6.278965,5.066140,2.482672,unpitched,mid,medium,long,5,1,1,3,4,4,5,5
57,48.355556,0.116100,0.041841,4782.338,9114.418,4639.171,0.119007,,0.0000,-232.579773,78.353691,-23.013550,50.226830,0.327231,18.477365,3.073160,-3.061362,10.722951,-6.992340,9.478733,-1.139242,6.112367,unpitched,bright,soft,short,1,0,0,0,1,1,1,1
58,48.471655,0.127710,0.283405,905.730,1394.275,2425.771,0.002523,,0.0000,-295.681732,151.206070,45.396290,53.964245,32.411507,25.933390,22.581182,11.929852,14.873504,11.096577,6.599696,6.848072,6.690520,unpitched,dark,loud,short,1,0,0,0,1,1,1,1
59,48.599365,0.325079,0.156598,3243.445,6576.537,3362.251,0.084944,,0.0000,-160.289230,120.969650,-65.756561,52.501614,-2.530374,8.235352,15.743075,-8.704847,19.555254,3.180584,11.519003,1.879100,-1.587881,unpitched,mid,loud,long,0,1,1,1,0,0,0,0
60,48.924444,0.127710,0.285484,1164.038,2210.742,2749.394,0.002075,,0.0000,-246.590286,144.560684,-2.263913,64.635170,24.083282,25.471853,33.159401,12.271458,17.829615,6.563512,11.604820,9.860112,4.436103,unpitched,dark,loud,short,1,0,0,0,1,1,1,1
61,49.052154,0.174150,0.199241,2909.815,6778.922,3539.214,0.031250,,0.0000,-163.632889,125.121490,-72.070236,32.661457,-2.305030,7.617233,29.034908,-11.873605,26.011353,8.939245,10.475901,14.299340,10.056429,unpitched,mid,loud,medium,2,1,1,1,2,2,2,2
62,49.226304,0.290249,0.025967,4020.221,7286.505,4098.884,0.125300,,0.0000,-269.345673,116.320488,-57.293049,22.020304,-1.523690,-16.179781,16.334099,-26.437817,1.769098,-4.238147,2.870648,-1.463828,-2.640585,unpitched,bright,soft,medium,0,1,1,1,0,0,0,0
63,49.516553,0.104490,0.244812,487.675,538.330,1680.586,0.003027,,0.0000,-362.513611,165.257339,57.758514,30.705393,28.458744,28.359705,22.005198,14.832016,12.449758,14.488123,12.421957,7.189050,8.317635,unpitched,dark,loud,short,1,0,0,0,1,1,1,1
64,49.621043,0.441179,0.115498,3265.653,6027.640,3776.084,0.081055,,0.0000,-220.836639,124.265038,-14.586271,40.278633,5.661350,-2.097436,17.959473,1.241214,16.640379,-2.457504,8.093264,3.020987,6.069832,unpitched,mid,medium,long,5,1,1,3,4,4,5,5
65,50.062222,0.050000,0.128389,2496.903,6227.402,4379.318,0.003613,,0.0000,-250.425415,107.811844,-0.854126,53.571388,13.076777,10.942642,27.648853,5.113732,21.483448,5.955429,9.016579,7.969505,6.309786,unpitched,mid,medium,short,6,1,1,3,4,5,6,6
66,50.108662,0.301859,0.063468,3118.619,6167.269,3694.359,0.078776,,0.0000,-215.078873,146.344757,-34.199978,36.178650,-18.892857,-3.583889,15.724415,-18.168726,19.944654,-2.634622,5.061328,-2.875650,4.879318,unpitched,mid,soft,long,0,1,1,1,0,0,0,0
67,50.410522,0.127710,0.275927,1317.752,2115.637,3012.945,0.016724,,0.0000,-255.640091,149.301941,43.243561,42.678799,21.230362,22.079729,14.135423,10.973015,6.577289,11.744178,4.357759,7.679619,5.300546,unpitched,dark,loud,short,1,0,0,0,1,1,1,1
68,50.538231,0.487619,0.191331,2311.615,4643.160,3072.683,0.033941,,0.0000,-202.161606,138.008499,-36.238297,52.776669,-4.229194,7.237442,15.902870,-2.171040,25.012615,-1.817945,15.489167,6.873583,7.042636,unpitched,mid,loud,long,4,1,1,3,4,5,4,4
69,51.025850,0.580499,0.081314,4161.739,7563.643,4284.976,0.117015,,0.0000,-243.763733,96.744804,-29.384777,51.133469,-2.125878,-0.141478,20.025286,-20.420130,17.950409,-0.957976,4.273936,1.044135,-1.059903,unpitched,bright,medium,long,4,1,1,3,4,5,4,4
70,51.606349,0.150930,0.215597,2334.917,4837.280,3483.469,0.020822,,0.0000,-237.835693,100.942757,-7.040012,78.371315,12.934985,24.104387,12.653708,10.791183,23.154154,5.928370,13.020438,11.643674,6.769919,unpitched,mid,loud,short,3,0,2,2,3,3,3,3
71,51.757279,0.301859,0.047453,4461.721,7448.096,3530.397,0.168493,,0.0000,-206.706802,108.943405,-59.504768,65.438873,-24.021879,-2.929574,20.111509,-13.722101,20.542418,-15.154817,6.457113,-3.619600,5.962742,unpitched,bright,soft,long,0,1,1,1,0,0,0,0
72,52.059138,0.069660,0.256211,1914.203,4106.689,3395.479,0.016741,,0.0000,-201.708206,139.492874,12.100815,72.296684,1.838643,20.452530,22.371161,3.224305,18.010389,-0.648308,13.461840,2.189090,2.708735,unpitched,dark,loud,short,6,1,1,3,4,5,6,6
73,52.128798,0.522449,0.127793,3894.735,7161.662,3350.307,0.130021,,0.0000,-172.763550,103.126160,-60.493286,62.917824,-9.901770,11.520732,17.334463,-8.812938,15.037160,-0.148263,6.588644,5.302012,2.365063,unpitched,bright,medium,long,4,1,1,3,4,5,4,4
74,52.651247,0.174150,0.274015,1250.745,2353.848,2432.838,0.013702,,0.0000,-278.495087,149.368744,29.440155,65.931694,17.439234,22.536045,25.251453,2.612041,16.900360,10.873835,4.661031,2.769591,6.309557,unpitched,dark,loud,medium,2,1,1,1,2,2,2,2
75,52.825397,0.290249,0.110442,4569.884,8175.992,3920.045,0.129169,,0.0000,-250.526398,37.071842,-51.410034,63.880203,-0.571565,31.602016,18.172182,4.035385,22.311642,2.488923,17.265499,5.293145,7.341821,unpitched,bright,medium,medium,0,1,1,1,0,0,0,0
76,53.115646,0.290249,0.260246,1567.744,3374.915,2790.516,0.007662,,0.0000,-286.325867,110.023514,1.447340,86.108208,14.681314,33.114223,29.345043,3.233824,26.007343,5.985185,18.752653,8.362609,6.939738,unpitched,dark,loud,medium,0,1,1,1,0,0,0,0
77,53.405896,0.452789,0.122033,2897.712,6022.837,3408.763,0.067920,,0.0000,-209.816742,127.017197,-31.485193,44.561516,1.096469,6.982780,13.660289,-2.293368,11.613982,3.808584,-0.015696,0.013955,3.762049,unpitched,mid,medium,long,5,1,1,3,4,4,5,5
78,53.858685,0.127710,0.071183,2157.063,4109.253,2695.602,0.043701,,0.0000,-212.428711,190.430466,-56.746731,18.774071,-26.908691,-11.271271,11.672142,3.282272,19.985487,-1.025693,0.317067,3.042815,1.480875,unpitched,mid,medium,short,1,0,0,0,1,1,1,1
